rep_genome	genome	gtdb_r220_taxonomy	study	sample_id	Asia	Europe	Hadza	NorthAmerica	Tsimane	total_mag_count
Limiplasma_sp900548145__Hadza_MoBio_hadza_A_D_P_17_1504	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_P_17_1504.72	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145	Hadza	Hadza_MoBio_hadza-A-D_P_17_1504	0	1	21	0	42	64
Faecalibacterium_prausnitzii_I__Hadza_MoBio_hadza_E_H_A_15_1703	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_15_1703.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	Hadza	Hadza_MoBio_hadza-E-H_A_15_1703	1	5	29	3	19	57
Faecalibacterium_prausnitzii_M__Hadza_MoBio_hadza_E_H_B_22_2177	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_B_22_2177.186	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_M	Hadza	Hadza_MoBio_hadza-E-H_B_22_2177	0	0	17	0	28	45
Gemmiger_formicilis__Hadza_MoBio_hadza_E_H_B_9_1942	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_B_9_1942.77	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	Hadza	Hadza_MoBio_hadza-E-H_B_9_1942	45	62	46	43	32	228
Faecalibacterium_longum__Hadza_MoBio_hadza_E_H_E_12_1851	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_12_1851.46	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	Hadza	Hadza_MoBio_hadza-E-H_E_12_1851	97	51	17	31	17	213
Faecalibacterium_sp900539945__Hadza_MoBio_hadza_E_H_E_13_1725	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_13_1725.33	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	Hadza	Hadza_MoBio_hadza-E-H_E_13_1725	9	8	45	1	24	87
Butyricicoccus_A_intestinisimiae__Hadza_MoBio_hadza_E_H_E_9_1723	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_9_1723.156	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A intestinisimiae	Hadza	Hadza_MoBio_hadza-E-H_E_9_1723	0	1	79	0	11	91
Agathobaculum_butyriciproducens__Hadza_MoBio_hadza_E_H_G_7_1734	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_7_1734.96	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Hadza	Hadza_MoBio_hadza-E-H_G_7_1734	18	29	35	1	37	120
Ventricola_sp900542445__Hadza_MoBio_hadza_E_H_I_1_1742	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_I_1_1742.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	Hadza	Hadza_MoBio_hadza-E-H_I_1_1742	0	1	21	11	8	41
Faecalibacterium_sp934514285__Hadza_MoBio_hadza_E_H_J_18_2314	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_18_2314.55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934514285	Hadza	Hadza_MoBio_hadza-E-H_J_18_2314	1	0	25	0	6	32
UBA5905_sp934630515__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.99	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp934630515	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	0	0	10	0	5	15
RUG563_sp934667105__Hadza_MoBio_hadza_E_H_K_13_1776	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_13_1776.292	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp934667105	Hadza	Hadza_MoBio_hadza-E-H_K_13_1776	0	0	24	0	34	58
Faecivicinus_sp900553265__Hadza_MoBio_hadza_E_H_K_7_1773	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_7_1773.256	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus;s__Faecivicinus sp900553265	Hadza	Hadza_MoBio_hadza-E-H_K_7_1773	0	0	14	0	44	58
PeH17_sp000435055__Hadza_MoBio_hadza_E_H_P_21_2150	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_21_2150.254	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	Hadza	Hadza_MoBio_hadza-E-H_P_21_2150	22	45	52	14	58	191
F23_B02_sp003533405__Hadza_MoBio_hadza_I_L_K_14_2624	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp003533405	Hadza	Hadza_MoBio_hadza-I-L_K_14_2624	0	0	28	0	11	39
Gemmiger_sp900540775__Hadza_MoBio_hadza_I_L_K_9_2483	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.369	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540775	Hadza	Hadza_MoBio_hadza-I-L_K_9_2483	2	4	45	2	28	81
Limiplasma_sp004556545__Hadza_MoBio_hadza_I_L_K_9_2483	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.374	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp004556545	Hadza	Hadza_MoBio_hadza-I-L_K_9_2483	0	0	20	0	7	27
UBA1762_sp934527255__Hadza_MoBio_hadza_I_L_O_11_2507	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_11_2507.263	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1762;s__UBA1762 sp934527255	Hadza	Hadza_MoBio_hadza-I-L_O_11_2507	0	0	4	0	4	8
Aphodomonas_sp004557805__Hadza_PheChl_Fiber_Hadza_Nepal_A_10_1531	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_10_1531.16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aphodomonas;s__Aphodomonas sp004557805	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_10_1531	0	0	11	0	23	34
HGM13006_sp905202605__Hadza_PheChl_Fiber_Hadza_Nepal_A_10_1531	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_10_1531.309	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp905202605	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_10_1531	0	0	9	0	6	15
Gemmiger_sp934502625__Hadza_PheChl_Fiber_Hadza_Nepal_A_16_1650	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_16_1650.104	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp934502625	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_16_1650	0	0	5	0	12	17
Hominenteromicrobium_mulieris__Hadza_PheChl_Fiber_Hadza_Nepal_A_16_1650	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_16_1650.145	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_16_1650	0	22	27	32	60	141
SFEL01_sp004557245__Hadza_PheChl_Fiber_Hadza_Nepal_C_16_2355	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_16_2355.326	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_16_2355	8	44	47	13	42	154
F23_B02_sp900545805__Hadza_PheChl_Fiber_Hadza_Nepal_C_20_1180	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.181	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900545805	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180	0	5	33	0	20	58
Faecalibacterium_sp934533135__Hadza_PheChl_Fiber_Hadza_Nepal_C_4_2225	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225.347	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934533135	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225	0	0	33	0	34	67
SFTH01_sp934663625__Hadza_PheChl_Fiber_Hadza_Nepal_C_6_2233	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233.54	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFTH01;s__SFTH01 sp934663625	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233	0	0	17	0	41	58
HGM13006_sp934512135__Hadza_PheChl_Fiber_Hadza_Nepal_E_12_1556	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.241	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp934512135	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556	0	0	16	0	4	20
Spyradocola_sp905193155__Hadza_PheChl_Fiber_Hadza_Nepal_E_2_1315	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_2_1315.151	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola;s__Spyradocola sp905193155	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_2_1315	0	1	8	0	46	55
Angelakisella_sp900552845__Hadza_PheChl_Fiber_Hadza_Nepal_E_4_1526	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526.105	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900552845	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526	0	3	48	0	42	93
Ructibacterium_sp934454115__Hadza_MoBio_C_REDO_C_9_1537	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_C_9_1537.240	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Ructibacterium;s__Ructibacterium sp934454115	Hadza	Hadza_MoBio_C-REDO_C_9_1537	0	0	8	0	9	17
Eubacterium_R_sp003526845__Hadza_MoBio_C_REDO_E_12_1563	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_12_1563.34	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	Hadza	Hadza_MoBio_C-REDO_E_12_1563	2	7	28	2	6	45
CAKSCM01_sp934444365__Hadza_MoBio_C_REDO_E_12_1563	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_12_1563.78	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKSCM01;s__CAKSCM01 sp934444365	Hadza	Hadza_MoBio_C-REDO_E_12_1563	0	0	22	0	20	42
HGM11525_sp900770405__Hadza_MoBio_C_REDO_E_12_1563	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_12_1563.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__HGM11525;s__HGM11525 sp900770405	Hadza	Hadza_MoBio_C-REDO_E_12_1563	0	0	17	0	8	25
RUG806_sp900313475__Hadza_MoBio_C_REDO_F_3_1566	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_F_3_1566.108	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp900313475	Hadza	Hadza_MoBio_C-REDO_F_3_1566	0	0	33	0	24	57
RUG806_sp016297645__Hadza_MoBio_hadza_A_D_F_8_1631	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_8_1631.160	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp016297645	Hadza	Hadza_MoBio_hadza-A-D_F_8_1631	0	0	13	0	4	17
CAG_964_sp000435335__Hadza_MoBio_hadza_A_D_G_14_1102	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_14_1102.169	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp000435335	Hadza	Hadza_MoBio_hadza-A-D_G_14_1102	0	3	32	2	12	49
UBA737_sp900549755__Hadza_MoBio_hadza_A_D_H_11_1558	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_11_1558.35	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549755	Hadza	Hadza_MoBio_hadza-A-D_H_11_1558	0	2	14	0	9	25
Ruminococcus_E_intestinalis__Hadza_MoBio_hadza_A_D_H_2_1640	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_2_1640.221	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis	Hadza	Hadza_MoBio_hadza-A-D_H_2_1640	23	38	61	18	37	177
UBA11512_sp003522145__Hadza_MoBio_hadza_A_D_H_2_1640	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_2_1640.41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145	Hadza	Hadza_MoBio_hadza-A-D_H_2_1640	0	4	11	1	8	24
RGIG8748_sp934500705__Hadza_MoBio_hadza_A_D_H_2_1640	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_2_1640.79	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG8748;s__RGIG8748 sp934500705	Hadza	Hadza_MoBio_hadza-A-D_H_2_1640	0	1	24	0	6	31
UBA1081_sp900543395__Hadza_MoBio_hadza_A_D_J_18_1660	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_18_1660.308	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__UBA1081 sp900543395	Hadza	Hadza_MoBio_hadza-A-D_J_18_1660	0	0	19	0	8	27
UBA737_sp002431945__Hadza_MoBio_hadza_A_D_J_23_1541	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_23_1541.147	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp002431945	Hadza	Hadza_MoBio_hadza-A-D_J_23_1541	0	2	25	0	4	31
CAG_488_sp900539465__Hadza_MoBio_hadza_A_D_K_14_1158	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_14_1158.297	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp900539465	Hadza	Hadza_MoBio_hadza-A-D_K_14_1158	0	2	52	0	9	63
Eubacterium_R_sp000436835__Hadza_MoBio_hadza_A_D_K_19_1040	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_19_1040.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	Hadza	Hadza_MoBio_hadza-A-D_K_19_1040	33	37	42	13	24	149
Eubacterium_R_sp900539325__Hadza_MoBio_hadza_A_D_P_17_1504	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_P_17_1504.221	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539325	Hadza	Hadza_MoBio_hadza-A-D_P_17_1504	0	0	51	1	14	66
UBA737_sp900549055__Hadza_MoBio_hadza_E_H_D_4_2182	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_4_2182.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055	Hadza	Hadza_MoBio_hadza-E-H_D_4_2182	2	1	46	0	28	77
HGM11501_sp900766735__Hadza_MoBio_hadza_E_H_E_1_1719	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_1_1719.222	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__HGM11501;g__HGM11501;s__HGM11501 sp900766735	Hadza	Hadza_MoBio_hadza-E-H_E_1_1719	0	0	18	1	10	29
UMGS1820_sp900545865__Hadza_MoBio_hadza_E_H_E_1_1719	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_1_1719.93	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp900545865	Hadza	Hadza_MoBio_hadza-E-H_E_1_1719	0	1	54	1	39	95
Ruminococcus_E_sp934476515__Hadza_MoBio_hadza_E_H_E_23_1730	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_23_1730.254	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp934476515	Hadza	Hadza_MoBio_hadza-E-H_E_23_1730	13	4	51	5	16	89
Eubacterium_R_coprostanoligenes__Hadza_MoBio_hadza_E_H_F_21_1974	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_21_1974.220	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R coprostanoligenes	Hadza	Hadza_MoBio_hadza-E-H_F_21_1974	0	0	19	0	13	32
UBA737_sp934477125__Hadza_MoBio_hadza_E_H_J_2_2306	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_2_2306.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp934477125	Hadza	Hadza_MoBio_hadza-E-H_J_2_2306	0	0	34	0	5	39
Eubacterium_R_sp900548085__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.106	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900548085	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	0	1	19	0	4	24
Pseudoruminococcus_massiliensis__Hadza_MoBio_hadza_E_H_K_13_1776	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_13_1776.284	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	Hadza	Hadza_MoBio_hadza-E-H_K_13_1776	6	11	14	5	15	51
CAKSKB01_sp934464705__Hadza_MoBio_hadza_E_H_K_1_1770	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_1_1770.140	d__Bacteria;p__Bacillota_A;c__Clostridia;o__HGM11514;f__HGM11514;g__CAKSKB01;s__CAKSKB01 sp934464705	Hadza	Hadza_MoBio_hadza-E-H_K_1_1770	0	0	7	0	9	16
Ruminococcus_C_sp900770195__Hadza_MoBio_hadza_E_H_K_24_1920	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.427	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp900770195	Hadza	Hadza_MoBio_hadza-E-H_K_24_1920	0	0	12	0	8	20
UMGS1224_sp900549775__Hadza_MoBio_hadza_E_H_K_7_1773	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_7_1773.221	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1224;s__UMGS1224 sp900549775	Hadza	Hadza_MoBio_hadza-E-H_K_7_1773	0	0	6	0	15	21
Fimenecus_sp000432435__Hadza_MoBio_hadza_E_H_L_18_2327	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_L_18_2327.61	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	Hadza	Hadza_MoBio_hadza-E-H_L_18_2327	57	67	25	15	25	189
Ruminococcus_E_bromii_B__Hadza_MoBio_hadza_E_H_P_3_2141	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_3_2141.289	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	Hadza	Hadza_MoBio_hadza-E-H_P_3_2141	129	117	91	81	32	450
CAG_177_sp003514385__Hadza_MoBio_hadza_E_H_P_7_2143	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_7_2143.392	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	Hadza	Hadza_MoBio_hadza-E-H_P_7_2143	31	58	45	25	13	172
Eubacterium_R_sp000434995__Hadza_MoBio_hadza_I_L_F_16_1210	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_16_1210.103	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	Hadza	Hadza_MoBio_hadza-I-L_F_16_1210	24	15	7	18	13	77
UMGS1484_sp900552285__Hadza_MoBio_hadza_I_L_F_16_1210	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_16_1210.104	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__UMGS1484 sp900552285	Hadza	Hadza_MoBio_hadza-I-L_F_16_1210	0	0	4	0	15	19
